PublicID,V3J_PublicID,V3J_Complete,V3J_Status,V3JVer,V3JDATE_INT,V3JA01a,V3JA01b,V3JA01c,V3JA01d,V3JA01e,V3JA01f,V3JA01g,V3JA01h,V3JA01i,V3JA01j,V3JA02a,V3JA02b,V3JA02c,V3JA02d,V3JA02e,V3JA02f,V3JA02g,V3JA02h,V3JA02i,V3JA02j
13531Q,13531Q,Complete,Passed,2,-79,3,1,3,4,4,3,4,2,3,1,2,2,2,2,2,2,2,2,2,2
13533M,13533M,Complete,Passed,2,-115,2,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
13536G,13536G,Complete,Passed,2,-79,4,4,3,4,4,2,4,3,4,4,2,2,2,2,3,2,3,2,1,2
13541N,13541N,Complete,Passed,2,-38,3,3,3,3,4,2,3,2,3,3,2,2,1,1,1,2,2,2,1,1
13542L,13542L,Complete,Passed,2,-81,3,4,2,3,2,4,2,2,4,1,1,1,4,1,1,3,3,4,2,3
13543J,13543J,Complete,Passed,2,-84,4,4,4,3,4,3,4,4,4,4,2,1,2,1,1,2,1,3,1,1
13544H,13544H,Complete,Passed,2,-87,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
13545F,13545F,Complete,Passed,2,-86,4,4,3,4,3,3,4,4,4,2,4,2,2,2,2,1,4,2,4,4
13546D,13546D,Complete,Passed,2,-64,3,2,2,2,2,2,3,3,3,1,3,3,2,2,2,2,2,2,1,1
13549U,13549U,Complete,Passed,2,-79,4,4,4,4,4,4,4,3,4,4,1,1,1,3,2,2,1,1,1,1
13552I,13552I,Complete,Passed,2,-125,4,4,3,2,4,3,2,3,4,3,4,1,1,2,2,1,3,2,1,2
13553G,13553G,Complete,Passed,2,-91,3,4,2,4,3,2,2,2,2,3,3,1,2,2,2,3,3,2,1,2
13554E,13554E,Complete,Passed,2,-86,4,3,4,3,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2
13555C,13555C,Complete,Passed,2,-99,3,4,1,2,3,3,2,4,3,2,4,3,4,2,2,1,2,2,1,4
13556A,13556A,Complete,Passed,2,-101,4,2,4,1,4,4,4,4,1,1,1,1,2,1,1,1,1,1,1,4
13557V,13557V,Complete,Passed,2,-121,3,4,3,4,4,1,3,4,4,3,2,1,2,2,1,1,2,1,1,2
13559R,13559R,Complete,Passed,2,-80,4,3,3,2,3,3,3,2,3,3,2,3,2,2,2,3,4,2,2,2
13561H,13561H,Complete,Passed,2,-78,4,2,3,3,4,3,3,4,3,2,2,3,3,2,2,4,4,3,2,2
13563D,13563D,Complete,Passed,2,-72,4,4,3,4,4,4,4,4,4,4,1,1,2,2,1,1,1,1,1,1
13569O,13569O,Complete,Passed,2,-80,4,2,3,4,2,4,4,4,4,4,2,1,4,1,1,1,4,2,1,2
13572C,13572C,Complete,Passed,2,-78,4,3,3,4,3,3,3,3,3,3,1,1,2,2,2,2,1,1,1,1
13574V,13574V,Complete,Passed,2,-79,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,2
13575T,13575T,Complete,Passed,2,-82,3,4,3,4,4,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1
13577P,13577P,Complete,Passed,2,-83,4,4,4,4,4,4,4,4,4,4,2,1,4,1,1,2,1,1,1,1
13578N,13578N,Complete,Passed,2,-73,4,4,2,4,3,3,4,4,4,2,2,1,2,2,2,2,2,2,1,2
13579L,13579L,Complete,Passed,2,-116,4,3,2,4,3,4,3,3,4,2,3,3,2,2,3,1,2,4,2,3
13580D,13580D,Complete,Passed,2,-79,4,3,4,4,4,4,4,4,4,3,1,2,2,2,2,1,1,1,1,1
13585Q,13585Q,Complete,Passed,2,-98,4,4,4,4,4,4,4,4,4,4,2,1,2,2,2,1,1,2,1,2
13587M,13587M,Complete,Passed,2,-104,3,2,3,2,3,2,1,2,3,3,2,2,3,1,1,2,2,2,2,2
13588K,13588K,Complete,Passed,2,-104,4,4,4,3,3,3,3,2,3,4,1,3,2,1,2,1,1,2,1,2
13589I,13589I,Complete,Passed,2,-74,3,3,4,4,4,4,4,3,4,2,4,4,3,4,4,2,3,4,1,2
13591V,13591V,Complete,Passed,2,-78,4,3,3,4,3,3,3,4,4,2,2,1,2,2,2,1,1,1,2,1
13592T,13592T,Complete,Passed,2,-83,4,3,4,3,4,3,4,4,4,2,1,1,1,2,2,2,1,2,1,1
13593R,13593R,Complete,Passed,2,-100,4,4,3,2,3,2,4,3,3,3,1,3,2,3,2,3,3,2,2,2
13596L,13596L,Complete,Passed,2,-91,3,3,3,4,4,3,2,3,3,1,1,2,1,1,2,1,1,2,2,1
13597J,13597J,Complete,Passed,2,-85,3,4,2,4,2,3,2,2,3,2,3,2,4,2,3,1,2,2,1,1
13598H,13598H,Complete,Passed,2,-87,4,4,4,4,4,4,4,4,4,4,1,1,2,3,3,1,3,3,1,2
13599F,13599F,Complete,Passed,2,-86,3,4,3,4,3,3,4,3,4,4,1,1,2,1,1,1,1,1,1,1
13602T,13602T,Complete,Passed,2,-78,4,3,3,3,4,3,3,2,3,3,2,1,2,1,1,2,2,1,2,2
13606L,13606L,Complete,Passed,2,-78,4,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,2,2,1,1
13607J,13607J,Complete,Passed,2,-75,3,1,3,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1
13608H,13608H,Complete,Passed,2,-85,4,3,3,4,4,4,4,3,4,4,2,1,2,1,1,2,3,2,2,1
13609F,13609F,Complete,Passed,2,-78,4,4,3,3,3,4,2,2,3,2,1,2,1,1,2,2,1,1,1,1
13616I,13616I,Complete,Passed,2,-79,4,4,4,4,4,4,4,4,4,4,1,1,2,2,2,2,2,2,2,2
13619C,13619C,Complete,Passed,2,-78,4,4,4,3,3,4,4,4,4,3,2,1,2,2,2,2,3,2,1,2
13622N,13622N,Complete,Passed,2,-93,4,3,1,2,3,3,3,2,3,3,2,2,2,1,2,2,3,2,2,2
13623L,13623L,Complete,Passed,2,-102,4,4,2,4,4,2,4,2,4,2,1,1,2,2,2,1,2,1,1,1
13627D,13627D,Complete,Passed,2,-82,4,4,3,4,4,3,4,3,4,3,2,2,2,2,2,2,2,3,3,1
13633I,13633I,Complete,Passed,2,-97,4,2,2,3,4,2,4,4,4,4,2,2,2,2,2,1,2,3,3,1
13634G,13634G,Complete,Passed,2,-71,3,2,4,4,2,1,4,4,4,3,1,3,2,2,2,2,3,1,2,1
13636C,13636C,Complete,Passed,2,-87,4,2,4,3,3,2,1,2,3,2,3,2,4,3,3,1,2,2,2,1
13638V,13638V,Complete,Passed,2,-81,3,3,2,3,1,1,1,2,2,3,2,3,3,3,3,3,2,2,1,2
13639T,13639T,Complete,Passed,2,-74,4,1,2,1,2,3,3,3,3,1,3,1,1,2,2,1,1,2,1,3
13641J,13641J,Complete,Passed,2,-84,4,3,3,1,3,3,4,3,3,3,1,1,1,2,1,2,2,1,1,1
13643F,13643F,Complete,Passed,2,-100,3,3,3,3,4,3,4,3,4,3,1,1,1,1,1,1,1,1,1,2
13648S,13648S,Complete,Passed,2,-123,4,4,4,3,4,4,4,3,3,3,2,1,2,2,2,2,1,1,1,1
13649Q,13649Q,Complete,Passed,2,-86,4,4,4,4,4,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1
13651G,13651G,Complete,Passed,2,-80,3,4,3,3,3,3,3,3,3,3,2,1,2,2,2,2,2,1,2,2
13652E,13652E,Complete,Passed,2,-86,3,2,1,1,1,2,1,1,2,1,3,1,2,4,4,1,1,2,1,3
13655V,13655V,Complete,Passed,2,-113,4,1,4,4,4,3,1,2,2,3,2,2,2,3,3,2,2,1,2,2
13660F,13660F,Complete,Passed,2,-72,4,4,3,4,4,4,4,4,3,3,2,3,2,3,2,2,2,2,2,2
13661D,13661D,Complete,Passed,2,-82,4,2,4,2,4,4,3,1,4,3,2,4,1,2,2,1,2,4,1,1
13662B,13662B,Complete,Passed,2,-77,4,4,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,1
13663W,13663W,Complete,Passed,2,-93,4,4,4,3,3,1,4,4,4,1,2,1,1,1,1,1,1,2,2,1
13664U,13664U,Complete,Passed,2,-80,4,2,2,3,4,4,3,4,3,3,2,2,2,2,2,2,2,1,1,1
13665S,13665S,Complete,Passed,2,-92,3,2,2,2,2,3,1,2,3,1,2,2,2,1,2,2,2,2,1,2
13666Q,13666Q,Complete,Passed,2,-79,4,4,2,2,4,3,4,2,4,4,2,2,2,2,2,2,2,2,2,2
13668M,13668M,Complete,Passed,2,-85,4,4,4,1,2,1,2,2,2,4,4,1,2,1,1,2,2,2,1,2
13671A,13671A,Complete,Passed,2,-76,2,4,3,3,2,2,2,2,3,4,2,1,2,1,1,2,4,2,2,1
13672V,13672V,Complete,Passed,2,-94,4,1,1,1,2,4,1,1,4,1,4,3,2,2,2,1,4,3,1,4
13673T,13673T,Complete,Passed,2,-104,3,2,2,1,1,2,1,1,3,3,1,1,3,3,2,2,3,3,3,1
13674R,13674R,Complete,Passed,2,-89,4,3,3,3,4,4,4,3,3,3,2,1,1,1,1,2,2,1,1,1
13675P,13675P,Complete,Passed,2,-82,4,4,2,4,4,3,3,3,3,4,2,3,2,3,3,2,2,3,2,2
13677L,13677L,Complete,Passed,2,-123,2,3,2,3,2,2,2,2,2,2,2,2,3,3,3,3,3,1,1,2
13678J,13678J,Complete,Passed,2,-104,3,3,3,3,4,3,3,3,4,3,2,1,3,1,1,2,1,1,1,1
13680W,13680W,Complete,Passed,2,-99,2,2,2,3,3,3,3,2,2,3,1,1,1,1,1,1,1,1,1,2
13682S,13682S,Complete,Passed,2,-110,3,2,2,4,2,3,3,2,4,2,2,4,3,2,1,1,4,2,1,2
13683Q,13683Q,Complete,Passed,2,-79,4,3,2,3,4,2,3,1,4,4,1,1,2,4,4,2,3,2,2,4
13685M,13685M,Complete,Passed,2,-87,2,3,2,3,3,3,1,2,4,4,1,1,2,2,2,2,2,1,2,2
13687I,13687I,Complete,Passed,2,-90,3,2,2,2,3,2,3,2,3,2,3,2,1,1,2,2,1,1,1,2
13694L,13694L,Complete,Passed,2,-77,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
13695J,13695J,Complete,Passed,2,-75,3,1,3,3,2,3,3,3,3,1,3,2,3,3,3,1,2,2,2,3
13697F,13697F,Complete,Passed,2,-82,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1,2,2,1,1,1
13698D,13698D,Complete,Passed,2,-92,4,3,4,4,4,1,4,4,4,2,2,1,2,1,1,1,1,1,1,1
13700T,13700T,Complete,Passed,2,-79,4,4,4,3,3,4,3,4,4,3,3,2,2,2,2,1,4,1,3,2
13701R,13701R,Complete,Passed,2,-95,3,3,1,2,2,2,3,1,3,3,4,3,2,3,3,2,4,3,2,4
13703N,13703N,Complete,Passed,2,-82,4,3,3,4,3,3,1,4,4,4,3,2,2,2,2,2,2,2,1,1
13708D,13708D,Complete,Passed,2,-123,4,4,4,4,4,4,4,2,4,4,2,1,1,4,4,2,3,1,1,3
13712M,13712M,Complete,Passed,2,-91,4,2,2,2,2,2,2,2,4,1,4,1,1,3,1,1,3,1,1,1
13717C,13717C,Complete,Passed,2,-96,4,4,4,4,4,3,4,3,4,4,2,2,2,2,2,2,2,2,1,2
13718A,13718A,Complete,Passed,2,-72,3,1,3,3,4,3,4,4,3,1,1,1,2,2,2,2,2,1,1,1
13724F,13724F,Complete,Passed,2,-99,3,3,4,4,3,3,2,3,4,2,2,1,2,1,1,2,2,1,2,1
13725D,13725D,Complete,Passed,2,-105,4,4,4,4,4,4,4,4,4,4,3,1,2,2,2,1,1,1,1,2
13726B,13726B,Complete,Passed,2,-74,4,4,3,4,3,4,3,4,4,4,2,1,1,1,2,2,2,1,1,1
13727W,13727W,Complete,Passed,2,-79,4,4,4,4,4,3,4,4,4,3,1,2,2,1,1,1,1,2,1,2
13728U,13728U,Complete,Passed,2,-98,4,4,2,4,4,2,2,3,4,2,1,1,3,2,2,4,4,3,2,1
13729S,13729S,Complete,Passed,2,-78,1,1,1,1,1,1,1,3,4,2,4,2,1,2,1,1,4,2,1,2
13730K,13730K,Complete,Passed,2,-78,4,4,4,4,4,4,4,4,4,4,1,2,2,1,1,1,2,1,1,1
13731I,13731I,Complete,Passed,2,-79,3,3,3,2,1,3,3,4,3,3,3,2,3,2,1,3,2,3,3,1
13732G,13732G,Complete,Passed,2,-84,4,4,4,3,3,2,3,4,4,4,4,4,3,1,1,2,4,2,3,2
13733E,13733E,Complete,Passed,2,-75,3,2,3,2,3,1,2,2,2,2,2,4,2,4,4,2,2,2,3,2
13734C,13734C,Complete,Passed,2,-83,4,4,4,4,4,3,2,2,4,3,2,2,2,2,2,2,2,2,2,1
13736V,13736V,Complete,Passed,2,-77,4,4,3,4,4,2,4,4,2,3,2,2,2,3,3,3,2,3,1,2
13737T,13737T,Complete,Passed,2,-72,4,3,3,4,4,4,4,4,4,4,1,1,2,2,1,2,3,2,2,1
13738R,13738R,Complete,Passed,2,-78,4,2,2,2,3,1,1,2,4,4,1,2,2,1,2,3,2,1,1,1
13739P,13739P,Complete,Passed,2,-77,3,3,3,2,4,2,3,3,4,3,2,2,2,2,2,3,3,2,1,3
13741F,13741F,Complete,Passed,2,-110,4,3,4,4,3,3,2,2,2,2,1,2,2,2,3,2,3,2,2,4
13743B,13743B,Complete,Passed,2,-85,4,4,2,4,4,4,1,2,4,4,3,2,1,2,2,1,1,2,1,2
13746S,13746S,Complete,Passed,2,-94,4,4,2,2,2,2,2,4,4,4,2,1,1,1,1,1,2,1,2,4
13747Q,13747Q,Complete,Passed,2,-86,4,4,4,4,4,4,4,4,4,4,2,1,3,3,2,3,4,2,1,3
13748O,13748O,Complete,Passed,2,-77,4,2,3,3,2,2,4,2,4,3,1,2,2,2,2,2,2,1,1,2
13751C,13751C,Complete,Passed,2,-90,3,3,3,1,1,1,1,1,3,1,2,1,1,1,1,2,2,1,1,2
13754T,13754T,Complete,Passed,2,-87,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
13756P,13756P,Complete,Passed,2,-79,4,1,3,3,4,1,3,3,4,3,2,2,1,3,2,1,2,2,1,1
13757N,13757N,Complete,Passed,2,-87,4,3,2,3,3,3,3,4,4,3,2,1,1,2,3,3,1,2,1,2
13758L,13758L,Complete,Passed,2,-89,4,4,3,3,4,4,4,4,4,4,3,2,2,2,2,3,2,1,2,2
13760B,13760B,Complete,Passed,2,-86,4,3,2,4,2,2,4,3,3,2,2,1,2,4,4,1,3,2,1,3
13761W,13761W,Complete,Passed,2,-86,4,1,2,3,3,1,3,2,4,3,3,2,1,2,2,2,4,2,2,3
13764Q,13764Q,Complete,Passed,2,-90,4,3,3,3,4,3,4,3,3,2,2,1,2,2,2,1,1,1,2,1
13766M,13766M,Complete,Passed,2,-83,4,4,4,3,2,2,3,3,2,2,3,2,2,1,1,1,1,1,1,1
13769G,13769G,Complete,Passed,2,-98,4,4,4,3,4,3,3,4,4,4,2,1,3,2,2,2,2,2,2,2
13773P,13773P,Complete,Passed,2,-84,4,2,3,3,4,2,3,4,3,2,1,1,2,3,2,4,4,3,2,2
13776J,13776J,Complete,Passed,2,-78,4,2,3,3,2,2,2,3,4,2,2,2,1,1,2,2,2,1,1,1
13777H,13777H,Complete,Passed,2,-84,3,4,2,4,3,2,1,2,4,4,3,2,4,2,2,1,2,2,1,1
13783M,13783M,Complete,Passed,2,-120,3,4,3,4,4,3,2,1,4,4,3,1,2,1,1,2,1,1,1,1
13786G,13786G,Complete,Passed,2,-82,3,4,4,3,2,3,3,4,4,4,2,1,3,2,3,1,2,3,1,2
13787E,13787E,Complete,Passed,2,-94,3,4,3,3,3,3,3,3,3,3,2,1,1,2,2,1,2,2,1,1
13788C,13788C,Complete,Passed,2,-74,4,4,3,4,3,3,4,3,3,3,2,1,2,2,2,2,2,2,2,2
13789A,13789A,Complete,Passed,2,-76,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
13791N,13791N,Complete,Passed,2,-83,4,4,4,4,4,2,4,4,4,2,2,2,1,1,1,1,4,1,1,1
13792L,13792L,Complete,Passed,2,-88,4,3,3,4,4,3,4,3,4,3,1,1,4,2,2,2,2,2,1,2
13795F,13795F,Complete,Passed,2,-95,4,3,4,4,3,2,3,4,4,3,2,2,1,2,2,1,2,2,1,2
13798W,13798W,Complete,Passed,2,-98,4,4,4,4,4,4,4,4,4,2,1,1,1,1,1,2,1,1,1,1
13799U,13799U,Complete,Passed,2,-73,4,2,4,2,3,2,2,2,3,2,3,1,2,1,1,2,1,1,1,1
13803J,13803J,Complete,Passed,2,-85,4,4,3,3,4,2,2,2,3,2,2,2,2,2,2,3,3,2,1,3
13805F,13805F,Complete,Passed,2,-91,2,3,4,4,4,3,3,4,4,2,3,3,2,2,2,2,3,3,1,2
13806D,13806D,Complete,Passed,2,-84,4,2,2,4,3,2,2,2,2,1,1,2,4,3,2,1,2,1,2,2
13809U,13809U,Complete,Passed,2,-77,4,4,3,3,4,3,4,3,4,2,2,1,3,2,2,1,2,2,1,2
13810M,13810M,Complete,Passed,2,-93,4,4,4,3,4,4,3,4,4,4,2,1,2,2,1,1,1,1,1,1
13811K,13811K,Complete,Passed,2,-108,4,4,4,3,3,4,4,3,4,2,1,1,1,1,1,1,1,2,1,2
13813G,13813G,Complete,Passed,2,-91,3,4,1,2,3,2,1,1,3,3,2,1,2,1,1,2,2,1,1,1
13817V,13817V,Complete,Passed,2,-74,4,4,4,4,4,4,4,3,4,2,2,2,2,2,2,2,2,2,2,2
13818T,13818T,Complete,Passed,2,-78,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
13819R,13819R,Complete,Passed,2,-81,4,2,4,2,2,2,2,4,3,1,2,2,3,2,2,3,3,2,3,3
13820J,13820J,Complete,Passed,2,-111,4,3,3,3,3,3,3,4,4,3,2,1,2,2,2,2,2,3,2,1
13821H,13821H,Complete,Passed,2,-92,3,2,3,3,3,3,3,3,4,3,1,1,2,1,1,2,2,1,1,1
13824B,13824B,Complete,Passed,2,-90,4,3,2,2,3,3,3,3,4,4,1,1,3,3,2,1,2,1,1,3
13826U,13826U,Complete,Passed,2,-84,3,4,4,2,2,2,2,1,3,4,1,1,2,2,2,3,2,1,3,2
13827S,13827S,Complete,Passed,2,-85,4,3,2,4,2,2,2,2,3,2,3,2,3,2,2,1,1,1,3,1
13828Q,13828Q,Complete,Passed,2,-108,4,4,4,4,4,4,4,3,3,3,1,2,2,1,1,2,2,1,1,1
13829O,13829O,Complete,Passed,2,-82,4,2,3,2,2,2,4,3,3,4,1,1,3,3,1,2,2,2,3,2
13831E,13831E,Complete,Passed,2,-87,4,4,1,4,4,4,2,4,4,4,2,4,3,3,3,2,2,2,1,1
13832C,13832C,Complete,Passed,2,-65,4,4,3,4,4,3,1,3,4,1,2,1,1,2,1,1,2,2,1,2
13833A,13833A,Complete,Passed,2,-82,2,2,2,1,2,3,1,1,4,3,2,3,3,4,4,2,2,3,3,2
13835T,13835T,Complete,Passed,2,-90,3,2,2,3,3,3,2,2,3,2,2,1,1,2,2,1,1,1,1,1
13837P,13837P,Complete,Passed,2,-72,4,4,4,3,4,3,4,4,4,4,2,1,2,2,1,2,2,1,1,3
13838N,13838N,Complete,Passed,2,-81,4,4,4,4,4,4,4,4,4,4,1,1,2,2,2,2,2,2,2,1
13842W,13842W,Complete,Passed,2,-91,4,4,3,2,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2
13844S,13844S,Complete,Passed,2,-62,4,3,4,4,4,4,4,4,4,3,2,1,1,2,2,2,1,2,1,1
13846O,13846O,Complete,Passed,2,-97,4,4,4,3,2,2,4,4,4,4,1,3,3,3,2,2,3,3,2,1
13847M,13847M,Complete,Passed,2,-72,4,1,2,2,2,1,1,2,1,1,2,3,2,4,4,2,2,2,2,4
13850A,13850A,Complete,Passed,2,-76,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
13851V,13851V,Complete,Passed,2,-83,2,1,3,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1
13852T,13852T,Complete,Passed,2,-94,4,4,4,4,3,3,2,3,4,3,2,2,2,3,2,2,2,3,1,1
13853R,13853R,Complete,Passed,2,-35,3,3,3,3,4,3,2,2,2,2,1,1,2,2,2,3,2,3,2,2
13855N,13855N,Complete,Passed,2,-77,4,4,4,4,4,4,4,4,4,4,1,1,1,2,2,1,1,1,1,2
13858H,13858H,Complete,Passed,2,-107,4,3,4,2,2,3,4,2,3,3,2,1,2,2,2,2,2,3,2,2
13860U,13860U,Complete,Passed,2,-82,4,3,2,2,3,4,3,3,3,2,3,2,2,1,3,3,2,3,2,2
13862Q,13862Q,Complete,Passed,2,-103,4,4,4,4,4,4,4,4,4,4,2,1,1,2,2,1,1,1,1,3
13863O,13863O,Complete,Passed,2,-89,4,4,4,4,4,3,3,4,4,3,1,2,1,1,1,1,1,1,1,1
13864M,13864M,Complete,Passed,2,-96,4,4,2,4,4,3,4,3,4,3,2,2,1,2,2,2,2,2,2,2
13866I,13866I,Complete,Passed,2,-91,3,4,3,3,3,3,2,2,3,3,2,1,3,1,1,2,4,3,3,1
13869C,13869C,Complete,Passed,2,-98,4,4,4,4,4,4,3,3,4,3,1,2,2,2,1,2,2,1,2,1
13870R,13870R,Complete,Passed,2,-73,4,2,2,3,2,2,3,2,3,3,1,3,3,2,2,2,2,3,3,3
13874J,13874J,Complete,Passed,2,-87,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,2,2,1,1
13875H,13875H,Complete,Passed,2,-72,4,3,2,4,4,3,4,4,4,4,1,2,2,2,1,2,1,1,2,1
13876F,13876F,Complete,Passed,2,-93,4,4,4,1,3,4,4,4,4,1,4,2,4,1,1,1,2,1,1,1
13878B,13878B,Complete,Passed,2,-83,4,4,4,4,2,4,4,4,4,2,4,3,3,4,4,2,2,4,3,4
13879W,13879W,Complete,Passed,2,-83,3,3,3,3,3,3,3,3,3,3,1,1,1,2,2,2,2,1,1,2
13880O,13880O,Complete,Passed,2,-74,4,4,3,4,3,2,3,2,2,3,1,1,1,1,1,3,2,1,1,2
13881M,13881M,Complete,Passed,2,-75,4,4,2,2,3,2,3,3,4,4,2,1,3,3,3,2,1,1,1,1
13884G,13884G,Complete,Passed,2,-102,4,3,3,2,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,1
13885E,13885E,Complete,Passed,2,-86,4,3,2,3,4,3,4,4,4,2,1,2,2,1,1,3,3,2,2,1
13887A,13887A,Complete,Passed,2,-68,4,3,3,3,4,4,4,4,4,3,2,1,1,2,1,2,1,1,1,1
13889T,13889T,Complete,Passed,2,-96,4,3,3,4,4,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1
13890L,13890L,Complete,Passed,2,-99,4,3,3,2,2,4,1,3,1,2,1,1,1,1,1,1,1,1,1,1
13891J,13891J,Complete,Passed,2,-74,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1
13896W,13896W,Complete,Passed,2,-100,4,4,3,4,4,4,4,4,4,4,2,3,4,4,4,1,2,2,1,2
13897U,13897U,Complete,Passed,2,-81,4,4,4,3,3,3,3,3,4,3,2,2,2,2,2,2,2,2,2,2
13901J,13901J,Complete,Passed,2,-77,3,3,3,3,3,3,3,3,4,4,2,2,3,2,1,2,2,3,1,2
13902H,13902H,Complete,Passed,2,-71,3,4,4,4,4,3,1,3,3,2,2,2,3,3,3,4,4,3,3,3
13905B,13905B,Complete,Passed,2,-93,4,2,2,2,3,2,1,3,4,2,1,3,2,3,3,3,2,2,1,2
13906W,13906W,Complete,Passed,2,-93,4,1,4,4,4,4,4,4,4,1,4,1,1,1,1,1,1,1,1,1
13907U,13907U,Complete,Passed,2,-84,4,4,3,3,4,4,4,4,4,4,2,2,1,1,2,2,1,1,1,1
13908S,13908S,Complete,Passed,2,-81,3,3,3,3,3,2,1,3,3,2,2,2,3,1,1,2,1,1,1,1
13909Q,13909Q,Complete,Passed,2,-111,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,1,1
13910I,13910I,Complete,Passed,2,-89,4,4,4,3,3,3,3,4,2,3,2,3,2,3,2,4,3,2,1,1
13912E,13912E,Complete,Passed,2,-104,3,3,3,3,3,3,4,3,2,2,2,2,2,1,2,2,2,3,1,1
13914A,13914A,Complete,Passed,2,-79,4,4,4,4,4,3,4,3,4,4,1,2,2,2,2,2,3,2,2,2
13915V,13915V,Complete,Passed,2,-71,4,4,4,4,4,3,3,3,4,4,2,2,2,2,2,2,2,1,1,1
13916T,13916T,Complete,Passed,2,-76,4,3,4,4,4,4,2,4,4,4,3,3,2,2,2,2,2,2,1,1
13917R,13917R,Complete,Passed,2,-87,4,4,4,3,4,3,4,4,4,3,3,3,4,1,1,1,1,1,2,1
13918P,13918P,Complete,Passed,2,-99,3,3,3,2,2,2,2,2,2,3,1,1,2,2,2,1,1,1,1,1
13919N,13919N,Complete,Passed,2,-95,3,2,4,4,3,3,4,2,4,3,2,1,2,1,1,2,3,2,2,1
13920F,13920F,Complete,Passed,2,-93,4,4,2,3,1,1,1,2,4,4,2,1,2,3,3,1,3,1,1,3
13923W,13923W,Complete,Reviewed,2,-106,1,1,2,2,3,2,,1,,1,,1,,1,3,1,,1,,1
13924U,13924U,Complete,Passed,2,-88,3,2,3,4,3,4,3,4,4,2,2,2,2,1,1,2,3,2,1,2
13925S,13925S,Complete,Passed,2,-94,3,3,4,4,4,3,3,3,3,3,2,2,2,1,1,1,2,1,1,1
13928M,13928M,Complete,Passed,2,-97,4,4,2,3,3,2,3,3,3,2,1,1,2,4,4,1,2,2,1,3
13929K,13929K,Complete,Passed,2,-100,3,2,1,3,3,3,3,2,2,2,3,3,2,3,2,2,2,2,2,2
13930C,13930C,Complete,Passed,2,-81,4,3,3,3,3,2,1,2,1,1,2,3,1,1,1,1,1,1,1,2
13934R,13934R,Complete,Passed,2,-104,4,4,3,3,2,3,4,2,4,3,1,3,2,4,4,2,2,2,3,2
13935P,13935P,Complete,Passed,2,-103,4,4,3,3,4,3,2,2,4,4,1,2,2,2,2,2,2,1,1,1
13940W,13940W,Complete,Passed,2,-72,4,3,3,3,3,3,3,3,4,2,2,2,1,2,2,2,3,1,1,2
13941U,13941U,Complete,Passed,2,-77,3,3,3,3,3,3,2,3,3,3,1,1,1,2,2,2,1,1,1,2
13943Q,13943Q,Complete,Passed,2,-77,4,4,4,3,3,4,3,3,4,3,2,1,2,2,1,2,2,2,2,1
13946K,13946K,Complete,Passed,2,-99,3,2,3,2,4,3,3,4,3,3,2,2,2,1,1,2,1,2,2,2
13947I,13947I,Complete,Passed,2,-78,4,4,3,4,4,4,2,4,4,4,3,1,3,1,2,1,4,3,2,3
13948G,13948G,Complete,Passed,2,-83,4,2,2,3,3,3,4,2,2,3,2,1,2,2,1,1,1,2,1,2
13951R,13951R,Complete,Passed,2,-77,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,1,2,2,1,2
13952P,13952P,Complete,Passed,2,-86,4,4,3,2,4,3,1,3,3,3,2,1,1,2,1,2,2,1,1,1
13953N,13953N,Complete,Passed,2,-80,4,3,2,3,2,2,2,3,3,2,3,3,2,4,4,2,2,2,2,2
13954L,13954L,Complete,Passed,2,-76,4,4,4,4,4,2,4,4,4,4,1,1,2,1,2,2,2,1,1,1
13955J,13955J,Complete,Passed,2,-75,3,3,2,3,4,3,1,3,3,3,3,1,2,2,2,2,2,2,2,1
13956H,13956H,Complete,Passed,2,-87,4,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,1
13957F,13957F,Complete,Passed,2,-77,4,3,3,4,3,3,1,1,3,2,1,1,1,3,3,2,2,1,1,3
