PublicID,V3C_PublicID,V3C_Complete,V3C_Status,V3CVer,V3CDATE_INT,V3CA01,V3CA02,V3CA03,V3CA04,V3CA05,V3CA06,V3CA07,V3CA08,V3CA09,V3CA10
15453A,15453A,Complete,Passed,2,-73,1,1,4,3,4,2,2,4,4,4
15454V,15454V,Complete,Passed,2,-118,1,1,4,2,3,4,4,4,4,4
15455T,15455T,Complete,Passed,2,-76,1,1,3,1,4,4,4,4,4,4
15458N,15458N,Complete,Passed,2,-93,1,1,3,2,3,3,4,3,3,4
15459L,15459L,Complete,Passed,2,-71,1,1,3,1,1,4,4,4,4,4
15464S,15464S,Complete,Passed,2,-110,1,1,2,2,4,3,4,3,4,4
15468K,15468K,Complete,Passed,2,-105,2,1,3,3,3,3,4,4,4,4
15470A,15470A,Complete,Passed,2,-87,1,1,3,1,4,4,4,4,4,4
15471V,15471V,Complete,Passed,2,-118,1,1,3,3,2,2,4,3,3,4
15472T,15472T,Complete,Passed,2,-74,1,1,4,3,2,3,4,4,4,4
15473R,15473R,Complete,Passed,2,-81,1,1,3,1,4,4,4,4,3,4
15476L,15476L,Complete,Passed,2,-77,1,1,4,3,4,4,4,4,4,4
15477J,15477J,Complete,Passed,2,-86,1,1,3,2,4,4,4,4,4,4
15478H,15478H,Complete,Passed,2,-77,2,2,4,4,2,2,3,2,3,4
15482Q,15482Q,Complete,Passed,2,-83,1,1,3,3,2,3,4,3,3,4
15484M,15484M,Complete,Passed,2,-75,1,1,2,4,2,2,2,3,3,4
15488E,15488E,Complete,Passed,2,-89,1,1,4,2,4,4,4,3,3,4
15491P,15491P,Complete,Passed,2,-93,1,1,3,2,4,3,4,4,4,4
15492N,15492N,Complete,Passed,2,-84,1,1,3,1,4,4,4,4,4,4
15493L,15493L,Complete,Passed,2,-83,1,1,4,2,4,3,4,4,3,4
15496F,15496F,Complete,Passed,2,-74,1,1,1,3,4,4,4,4,4,4
15498B,15498B,Complete,Passed,2,-86,1,1,2,3,3,3,3,3,3,4
15499W,15499W,Complete,Passed,2,-100,1,1,4,1,4,4,4,4,4,4
15500R,15500R,Complete,Passed,2,-78,1,1,3,3,4,4,4,4,4,4
15501P,15501P,Complete,Passed,2,-83,1,1,3,2,4,4,4,4,4,4
15505H,15505H,Complete,Passed,2,-83,1,1,3,3,3,3,4,3,4,4
15506F,15506F,Complete,Passed,2,-71,1,2,3,2,4,3,4,3,3,4
15510O,15510O,Complete,Passed,2,-77,1,1,4,1,4,4,4,4,4,4
15511M,15511M,Complete,Passed,2,-86,1,1,2,2,4,4,3,4,4,4
15512K,15512K,Complete,Passed,2,-76,1,1,3,1,4,4,4,4,4,4
15515E,15515E,Complete,Passed,2,-97,1,1,4,2,4,3,4,4,4,4
15516C,15516C,Complete,Passed,2,-82,1,1,3,2,4,3,4,4,4,4
15517A,15517A,Complete,Passed,2,-74,1,1,4,3,2,4,4,3,4,4
15518V,15518V,Complete,Passed,2,-87,1,1,3,2,3,4,4,4,4,4
15519T,15519T,Complete,Passed,2,-93,1,1,2,2,3,3,4,4,3,4
15522H,15522H,Complete,Passed,2,-85,1,1,2,2,3,3,3,3,3,4
15525B,15525B,Complete,Passed,2,-75,1,1,4,2,4,4,4,4,4,4
15527U,15527U,Complete,Passed,2,-81,1,1,4,1,4,4,4,3,4,4
15529Q,15529Q,Complete,Passed,2,-82,1,1,4,4,4,4,4,4,4,4
15532E,15532E,Complete,Passed,2,-112,1,2,2,3,4,3,4,3,3,4
15534A,15534A,Complete,Passed,2,-77,1,1,3,3,3,3,3,3,3,4
15536T,15536T,Complete,Passed,2,-81,1,1,4,1,4,3,4,3,3,4
15537R,15537R,Complete,Passed,2,-77,1,1,2,2,3,4,4,4,4,4
15539N,15539N,Complete,Passed,2,-123,1,2,2,3,4,3,4,3,3,4
15541D,15541D,Complete,Passed,2,-74,1,1,3,1,4,4,4,3,4,4
15543W,15543W,Complete,Passed,2,-81,1,1,3,2,3,3,4,4,4,4
15544U,15544U,Complete,Passed,2,-82,1,1,3,2,4,4,4,4,4,4
15550C,15550C,Complete,Passed,2,-84,1,1,3,1,1,4,4,4,4,4
15551A,15551A,Complete,Passed,2,-74,3,4,1,4,2,2,2,2,2,2
15552V,15552V,Complete,Passed,2,-72,1,1,3,1,4,3,4,3,4,4
15556N,15556N,Complete,Passed,2,-86,1,1,4,3,4,4,4,3,3,4
15562S,15562S,Complete,Passed,2,-73,2,1,2,3,2,2,4,3,3,4
15563Q,15563Q,Complete,Passed,2,-79,1,1,4,2,4,4,4,4,4,4
15566K,15566K,Complete,Passed,2,-88,1,1,3,3,3,3,3,3,3,4
15567I,15567I,Complete,Passed,2,-80,1,1,3,3,3,3,4,3,3,4
15569E,15569E,Complete,Passed,2,-84,1,1,2,2,2,2,4,3,4,4
15574L,15574L,Complete,Passed,2,-80,1,1,3,3,2,2,3,3,3,4
15575J,15575J,Complete,Passed,2,-89,2,1,4,3,3,3,4,3,3,3
15576H,15576H,Complete,Passed,2,-89,1,1,3,2,3,3,4,4,4,4
15581O,15581O,Complete,Passed,2,-75,1,1,3,1,4,4,4,4,4,4
15583K,15583K,Complete,Passed,2,-91,1,2,3,1,2,3,4,3,3,4
15584I,15584I,Complete,Passed,2,-109,2,1,3,3,3,2,3,3,3,4
15586E,15586E,Complete,Passed,2,-70,1,1,3,3,3,3,4,3,4,4
15588A,15588A,Complete,Passed,2,-76,1,1,3,3,3,2,4,3,3,4
15591L,15591L,Complete,Passed,2,-75,1,1,3,1,4,3,4,4,4,4
15593H,15593H,Complete,Passed,2,-86,1,1,3,2,4,3,3,3,3,4
15594F,15594F,Complete,Passed,2,-101,1,1,2,1,3,4,4,4,4,4
15595D,15595D,Complete,Passed,2,-77,1,1,2,3,2,2,3,3,3,4
15597W,15597W,Complete,Passed,2,-99,1,1,4,1,4,4,4,3,4,4
15601L,15601L,Complete,Passed,2,-75,2,2,2,3,3,2,1,1,2,2
15604F,15604F,Complete,Passed,2,-85,1,1,4,1,4,4,4,4,4,4
15605D,15605D,Complete,Passed,2,-113,1,1,4,2,3,3,4,4,4,4
15606B,15606B,Complete,Passed,2,-91,1,1,3,2,4,3,4,3,4,4
15608U,15608U,Complete,Passed,2,-83,1,1,4,1,4,3,4,3,4,4
15610K,15610K,Complete,Passed,2,-80,1,1,4,3,3,3,4,3,3,4
15611I,15611I,Complete,Passed,2,-84,1,1,3,1,3,3,4,4,3,4
15612G,15612G,Complete,Passed,2,-81,1,1,4,2,4,4,4,4,4,4
15613E,15613E,Complete,Passed,2,-83,1,1,3,2,3,1,4,4,4,4
15617T,15617T,Complete,Passed,2,-109,2,1,2,4,1,2,2,2,2,4
15622D,15622D,Complete,Passed,2,-83,1,1,3,2,3,3,3,4,4,4
15623B,15623B,Complete,Passed,2,-80,2,1,2,3,2,3,2,2,3,4
15625U,15625U,Complete,Passed,2,-84,1,2,3,3,2,3,3,3,3,4
15626S,15626S,Complete,Passed,2,-80,1,1,2,3,2,2,4,4,3,4
15627Q,15627Q,Complete,Passed,2,-81,1,1,4,4,3,4,4,4,4,4
15628O,15628O,Complete,Passed,2,-67,1,1,3,2,4,4,2,3,4,4
15629M,15629M,Complete,Passed,2,-85,1,1,4,2,4,4,4,4,3,4
15632A,15632A,Complete,Passed,2,-88,1,1,3,3,3,3,4,4,4,4
15633V,15633V,Complete,Passed,2,-110,1,1,4,2,4,4,4,4,3,4
15637N,15637N,Complete,Passed,2,-114,1,2,1,3,2,2,3,3,3,4
15639J,15639J,Complete,Passed,2,-88,1,1,4,1,4,4,4,4,4,4
15640B,15640B,Complete,Passed,2,-88,1,1,4,1,4,4,4,4,4,4
15641W,15641W,Complete,Passed,2,-76,1,1,4,1,4,4,4,4,4,4
15643S,15643S,Complete,Passed,2,-75,1,1,2,3,2,3,2,3,3,4
15646M,15646M,Complete,Passed,2,-77,1,1,1,3,3,3,3,3,3,4
15647K,15647K,Complete,Passed,2,-94,1,1,3,3,3,3,4,3,4,4
15648I,15648I,Complete,Passed,2,-84,1,2,3,3,2,2,4,3,2,4
15650V,15650V,Complete,Passed,2,-81,1,1,4,4,4,4,4,4,4,4
15651T,15651T,Complete,Passed,2,-112,1,1,4,3,2,3,3,3,4,4
15660S,15660S,Complete,Passed,2,-80,1,1,3,2,4,3,4,4,4,4
15661Q,15661Q,Complete,Passed,2,-114,1,1,3,1,4,4,4,4,4,4
15663M,15663M,Complete,Passed,2,-91,1,1,2,2,4,3,4,3,3,4
15664K,15664K,Complete,Passed,2,-91,1,1,3,3,3,3,3,3,3,4
15665I,15665I,Complete,Passed,2,-91,1,1,2,3,2,3,4,3,4,4
15666G,15666G,Complete,Passed,2,-85,1,1,3,2,4,3,4,3,3,4
15668C,15668C,Complete,Passed,2,-102,1,1,3,1,4,3,4,3,3,4
15670P,15670P,Complete,Passed,2,-74,1,1,3,1,4,3,4,4,4,4
15672L,15672L,Complete,Passed,2,-80,1,1,4,3,3,4,4,4,4,4
15674H,15674H,Complete,Passed,2,-94,1,1,3,3,4,3,3,4,4,4
15675F,15675F,Complete,Passed,2,-92,1,1,4,4,4,4,4,4,4,4
15676D,15676D,Complete,Passed,2,-94,1,1,3,3,3,3,4,4,4,4
15683G,15683G,Complete,Passed,2,-106,2,1,2,3,3,2,2,3,2,4
15684E,15684E,Complete,Passed,2,-73,1,1,4,1,4,3,4,4,4,4
15685C,15685C,Complete,Passed,2,-91,1,1,3,3,2,2,1,3,3,4
15689R,15689R,Complete,Passed,2,-75,1,1,4,2,3,3,4,4,4,4
15694B,15694B,Complete,Passed,2,-87,1,1,3,3,3,3,4,4,4,4
15696U,15696U,Complete,Passed,2,-78,1,1,4,1,4,4,4,4,4,4
15698Q,15698Q,Complete,Passed,2,-85,1,1,4,1,4,4,4,4,4,4
15702F,15702F,Complete,Passed,2,-82,1,1,4,1,4,3,4,4,4,4
15704B,15704B,Complete,Passed,2,-73,1,1,3,2,3,3,4,4,4,4
15705W,15705W,Complete,Passed,2,-114,1,1,1,2,3,3,3,3,3,4
15710G,15710G,Complete,Passed,2,-96,2,2,1,3,4,3,2,3,3,4
15713A,15713A,Complete,Passed,2,-90,2,2,2,3,2,2,4,2,2,4
15715T,15715T,Complete,Passed,2,-80,1,1,3,2,3,3,3,4,4,4
15716R,15716R,Complete,Passed,2,-71,1,1,3,1,4,4,3,3,4,4
15717P,15717P,Complete,Reviewed,2,-86,1,1,3,,3,3,3,3,3,4
15718N,15718N,Complete,Passed,2,-89,1,1,2,2,3,3,4,3,3,4
15719L,15719L,Complete,Passed,2,-83,1,1,4,1,4,4,4,4,4,4
15720D,15720D,Complete,Passed,2,-83,1,1,3,2,4,4,4,4,4,4
15721B,15721B,Complete,Passed,2,-81,1,1,3,2,4,4,4,4,4,4
15723U,15723U,Complete,Passed,2,-84,1,1,4,2,4,4,4,4,3,4
15726O,15726O,Complete,Passed,2,-80,2,1,2,2,3,3,3,2,2,4
15735N,15735N,Complete,Passed,2,-85,1,1,3,2,3,4,4,4,4,4
15736L,15736L,Complete,Passed,2,-102,1,1,2,1,3,3,4,4,3,4
15737J,15737J,Complete,Passed,2,-75,1,1,3,3,3,3,3,3,3,4
15739F,15739F,Complete,Passed,2,-94,1,1,3,3,3,2,3,3,3,4
15740U,15740U,Complete,Passed,2,-101,1,1,3,3,4,4,4,4,4,4
15741S,15741S,Complete,Passed,2,-75,1,1,3,2,3,3,3,4,4,4
15743O,15743O,Complete,Passed,2,269,1,1,2,3,2,3,3,4,3,4
15754J,15754J,Complete,Passed,2,-79,1,1,3,3,2,2,3,2,2,4
15755H,15755H,Complete,Passed,2,-87,1,1,3,3,2,3,4,4,4,4
15757D,15757D,Complete,Passed,2,-85,1,1,4,1,4,4,4,4,4,4
15760O,15760O,Complete,Passed,2,-119,1,1,3,1,4,4,4,4,4,4
15761M,15761M,Complete,Passed,2,-106,1,1,2,2,2,3,3,3,4,4
15762K,15762K,Complete,Passed,2,-80,1,1,3,2,3,3,4,4,4,4
15763I,15763I,Complete,Passed,2,-86,1,1,4,2,4,4,4,4,4,4
15766C,15766C,Complete,Passed,2,-78,1,1,3,2,3,4,3,4,4,4
15772H,15772H,Complete,Passed,2,-109,1,1,2,3,2,2,2,2,2,4
15773F,15773F,Complete,Passed,2,-76,2,1,3,2,4,2,3,3,3,4
15774D,15774D,Complete,Passed,2,-92,1,1,3,2,4,3,4,4,3,4
15776W,15776W,Complete,Passed,2,-98,1,1,3,1,4,4,4,4,4,4
15777U,15777U,Complete,Passed,2,-102,1,1,2,1,3,2,2,2,2,4
15781G,15781G,Complete,Passed,2,-77,1,1,4,1,4,4,4,4,4,4
15787R,15787R,Complete,Passed,2,-79,2,2,3,2,3,3,2,3,2,4
15789N,15789N,Complete,Passed,2,-89,1,1,3,1,4,4,4,4,4,4
15790F,15790F,Complete,Passed,2,-73,1,2,3,3,3,2,1,3,3,3
15791D,15791D,Complete,Passed,2,-69,1,1,3,3,2,2,4,4,3,4
15792B,15792B,Complete,Passed,2,-78,1,1,3,1,3,3,4,4,4,4
15793W,15793W,Complete,Passed,2,-80,1,1,4,2,4,4,4,4,4,4
15794U,15794U,Complete,Passed,2,-96,1,1,3,2,3,3,4,4,4,4
15796Q,15796Q,Complete,Passed,2,-88,1,1,4,3,4,4,4,3,4,4
15798M,15798M,Complete,Passed,2,-83,1,1,2,3,2,3,3,3,3,4
15803W,15803W,Complete,Passed,2,-82,1,1,3,2,3,3,4,4,4,4
15807O,15807O,Complete,Passed,2,-94,1,1,3,1,4,4,4,4,4,4
15808M,15808M,Complete,Passed,2,-72,1,1,3,1,4,4,3,4,4,4
15809K,15809K,Complete,Passed,2,-84,2,1,4,3,2,3,2,3,3,4
15811A,15811A,Complete,Passed,2,-78,1,1,3,3,3,4,4,4,3,4
15816N,15816N,Complete,Passed,2,-113,1,1,3,2,4,4,4,4,3,4
15819H,15819H,Complete,Passed,2,-71,2,2,3,2,3,2,4,2,3,4
15821U,15821U,Complete,Passed,2,-69,1,1,3,3,3,3,3,3,3,4
15823Q,15823Q,Complete,Passed,2,-116,1,1,4,1,4,4,4,4,4,4
15824O,15824O,Complete,Passed,2,-94,1,1,3,2,4,3,4,4,4,4
15827I,15827I,Complete,Passed,2,-76,1,1,3,2,4,4,4,4,4,4
15828G,15828G,Complete,Passed,2,-96,1,2,2,3,2,3,4,2,4,4
15832P,15832P,Complete,Passed,2,-78,2,2,1,3,4,2,2,3,3,4
15833N,15833N,Complete,Passed,2,-82,1,1,3,2,4,4,4,4,4,4
15834L,15834L,Complete,Passed,2,-88,1,2,3,1,4,3,4,4,3,4
15835J,15835J,Complete,Passed,2,-72,1,1,2,2,4,3,4,4,4,4
15836H,15836H,Complete,Passed,2,-86,1,1,4,2,4,4,4,4,3,4
15838D,15838D,Complete,Passed,2,-79,1,1,3,3,4,4,4,4,4,4
15842M,15842M,Complete,Passed,2,-76,2,2,1,4,2,2,2,2,2,4
15843K,15843K,Complete,Passed,2,-91,1,2,4,4,4,4,4,4,4,4
15845G,15845G,Complete,Passed,2,-79,1,1,4,3,2,4,4,4,4,4
15849V,15849V,Complete,Passed,2,-85,1,1,3,3,3,4,4,4,4,4
15850N,15850N,Complete,Passed,2,-77,1,1,3,1,4,4,4,4,4,4
15851L,15851L,Complete,Passed,2,-81,1,1,2,2,3,3,4,3,3,4
15854F,15854F,Complete,Passed,2,-105,1,1,3,2,3,3,3,3,3,4
15855D,15855D,Complete,Passed,2,-89,2,1,3,3,3,3,4,4,3,4
15856B,15856B,Complete,Passed,2,-82,1,1,2,2,4,2,4,4,4,4
15857W,15857W,Complete,Passed,2,-79,2,1,3,2,2,3,4,3,3,4
15860K,15860K,Complete,Passed,2,-73,1,1,4,1,2,3,4,4,4,4
15861I,15861I,Complete,Passed,2,-71,2,2,4,1,4,1,4,1,1,4
15862G,15862G,Complete,Passed,2,-89,1,1,3,3,3,4,4,3,4,4
15865A,15865A,Complete,Passed,2,-74,1,1,4,1,1,3,4,3,4,4
15867T,15867T,Complete,Passed,2,-83,1,3,3,3,3,3,4,4,4,4
15868R,15868R,Complete,Passed,2,-71,1,1,4,1,4,4,4,4,4,4
15869P,15869P,Complete,Passed,2,-94,1,1,3,3,3,3,4,4,3,4
15870H,15870H,Complete,Passed,2,-73,1,1,3,2,4,3,4,3,3,4
15871F,15871F,Complete,Passed,2,-111,1,1,3,3,4,3,4,2,4,4
15876S,15876S,Complete,Passed,2,-108,1,2,2,2,3,3,3,3,3,4
15881C,15881C,Complete,Passed,2,-90,3,3,3,3,4,4,2,4,3,4
15882A,15882A,Complete,Passed,2,-96,1,1,4,2,3,4,4,3,3,4
15883V,15883V,Complete,Passed,2,-85,4,4,1,4,1,1,1,1,1,4
15886P,15886P,Complete,Passed,2,-122,1,1,3,2,4,3,4,3,4,4
15888L,15888L,Complete,Passed,2,-88,1,1,1,1,4,4,4,4,4,4
15895O,15895O,Complete,Passed,2,-74,1,1,2,3,2,2,3,3,3,4
15896M,15896M,Complete,Passed,2,-96,1,1,3,2,3,3,3,3,3,4
15898I,15898I,Complete,Passed,2,-109,1,2,3,3,3,2,4,3,3,4
15901W,15901W,Complete,Passed,2,-114,1,1,2,4,3,3,3,3,3,4
15904Q,15904Q,Complete,Passed,2,-78,1,1,2,2,4,3,3,2,3,4
15907K,15907K,Complete,Passed,2,-78,1,1,3,3,2,3,4,3,4,4
15908I,15908I,Complete,Passed,2,-77,1,1,4,2,4,4,4,4,4,4
15909G,15909G,Complete,Passed,2,-93,1,1,4,4,4,4,1,3,3,4
15913P,15913P,Complete,Passed,2,-96,1,1,3,3,2,3,4,3,3,4
15915L,15915L,Complete,Passed,2,-89,1,1,3,1,3,4,4,4,4,4
15916J,15916J,Complete,Passed,2,-79,1,1,3,3,4,3,3,3,3,4
15917H,15917H,Complete,Passed,2,-100,1,1,4,2,3,3,3,3,3,4
15919D,15919D,Complete,Passed,2,-102,1,1,4,1,4,4,4,4,4,4
15921Q,15921Q,Complete,Passed,2,-98,1,1,4,3,2,3,4,4,4,4
15922O,15922O,Complete,Passed,2,-93,2,2,2,3,3,2,3,3,2,4
15923M,15923M,Complete,Passed,2,-86,1,1,1,3,2,3,3,3,4,4
15925I,15925I,Complete,Passed,2,-83,1,1,3,1,4,4,4,4,4,4
15927E,15927E,Complete,Passed,2,-74,1,1,4,1,4,4,4,4,4,4
15930P,15930P,Complete,Passed,2,-83,1,1,3,3,3,3,4,4,4,4
15934H,15934H,Complete,Passed,2,-119,1,1,3,2,4,4,4,4,4,4
15935F,15935F,Complete,Passed,2,-81,1,1,3,2,4,3,4,4,3,4
15938W,15938W,Complete,Passed,2,-83,1,1,2,3,3,3,2,4,3,4
15939U,15939U,Complete,Passed,2,-82,1,1,1,3,2,2,4,2,2,3
15941K,15941K,Complete,Passed,2,-104,1,1,2,1,4,4,4,3,4,4
15944E,15944E,Complete,Passed,2,-97,1,1,4,1,4,4,4,4,4,4
15945C,15945C,Complete,Passed,2,-61,1,1,4,2,4,4,4,4,4,4
15946A,15946A,Complete,Passed,2,-84,1,1,3,2,3,4,4,3,3,4
15948T,15948T,Complete,Passed,2,-93,1,1,3,3,2,3,3,3,3,4
15952F,15952F,Complete,Passed,2,-105,1,1,3,2,4,3,4,4,4,4
15953D,15953D,Complete,Passed,2,-104,1,1,4,1,4,4,4,4,4,4
15955W,15955W,Complete,Passed,2,-71,1,1,4,1,4,4,4,4,4,4
15958Q,15958Q,Complete,Passed,2,-92,1,1,4,2,4,4,4,3,3,4
15959O,15959O,Complete,Passed,2,-93,1,1,3,2,4,3,2,3,3,4
15960G,15960G,Complete,Passed,2,-71,1,1,4,1,4,2,2,2,3,4
15966R,15966R,Complete,Passed,2,-51,1,1,3,1,4,4,3,4,4,4
15967P,15967P,Complete,Passed,2,-71,1,1,2,3,2,3,4,4,3,4
15968N,15968N,Complete,Passed,2,-87,1,1,4,3,3,3,4,4,4,4
15973U,15973U,Complete,Passed,2,-66,3,2,2,2,2,3,2,2,3,4
15975Q,15975Q,Complete,Passed,2,-75,1,1,2,3,1,2,3,2,2,4
15976O,15976O,Complete,Passed,2,-81,1,1,3,3,3,3,3,3,3,4
15977M,15977M,Complete,Passed,2,-92,2,2,3,3,2,3,2,2,2,4
15978K,15978K,Complete,Passed,2,-88,1,1,4,1,4,3,4,3,3,4
15980A,15980A,Complete,Passed,2,-81,1,1,3,2,3,4,4,4,4,4
15981V,15981V,Complete,Passed,2,-91,1,1,2,3,2,3,3,3,3,4
15986L,15986L,Complete,Passed,2,-80,1,1,2,3,3,2,4,3,3,4
15989F,15989F,Complete,Passed,2,-79,1,1,4,3,3,3,4,3,3,4
15992Q,15992Q,Complete,Passed,2,-82,1,1,2,3,2,2,3,3,3,4
15995K,15995K,Complete,Passed,2,-96,1,1,3,3,3,3,2,3,4,4
15999C,15999C,Complete,Passed,2,-85,1,1,4,1,4,3,4,4,4,4
16002F,16002F,Complete,Passed,2,-77,1,1,3,2,4,4,4,4,4,4
16004B,16004B,Complete,Passed,2,-77,1,1,3,2,4,3,4,4,4,4
16005W,16005W,Complete,Passed,2,-99,1,1,3,2,3,3,4,3,3,4
16007S,16007S,Complete,Passed,2,-98,1,1,4,1,4,4,4,4,4,4
16008Q,16008Q,Complete,Passed,2,-76,1,1,3,3,3,3,4,4,4,4
16009O,16009O,Complete,Passed,2,-77,1,1,4,2,3,4,4,4,4,4
16012C,16012C,Complete,Passed,2,-77,1,1,3,3,3,3,3,3,4,4
16015T,16015T,Complete,Passed,2,-77,1,1,3,2,3,3,4,4,4,4
16018N,16018N,Complete,Passed,2,-83,1,2,3,3,4,2,4,3,2,4
16023U,16023U,Complete,Passed,2,-82,1,1,3,3,4,4,4,4,4,4
16024S,16024S,Complete,Passed,2,-89,1,1,3,2,4,4,4,4,4,4
16026O,16026O,Complete,Passed,2,-66,1,1,4,2,3,3,4,4,4,4
16028K,16028K,Complete,Passed,2,-75,1,1,4,3,3,4,4,2,4,4
16030A,16030A,Complete,Passed,2,-94,1,1,2,4,1,2,2,1,4,4
16032T,16032T,Complete,Passed,2,-85,1,1,3,3,3,2,4,3,3,4
16033R,16033R,Complete,Passed,2,-96,1,1,3,2,4,3,3,3,4,4
16036L,16036L,Complete,Passed,2,-87,1,1,4,1,2,4,4,4,4,4
16037J,16037J,Complete,Passed,2,-96,1,1,4,2,3,4,3,4,4,4
16039F,16039F,Complete,Passed,2,-71,3,4,2,3,4,2,1,2,2,4
16045K,16045K,Complete,Passed,2,-105,1,1,4,3,4,2,4,4,4,4
16046I,16046I,Complete,Passed,2,-76,1,1,3,1,3,3,4,4,3,4
16048E,16048E,Complete,Passed,2,-71,1,1,4,2,4,3,4,4,3,4
16050R,16050R,Complete,Passed,2,-95,1,1,4,2,4,4,4,4,4,4
16051P,16051P,Complete,Passed,2,-123,1,1,3,3,2,3,1,2,2,4
16053L,16053L,Complete,Passed,2,-86,1,1,4,2,4,4,2,3,4,4
16054J,16054J,Complete,Passed,2,-90,1,3,2,3,3,2,2,3,3,3
16056F,16056F,Complete,Passed,2,-89,1,1,3,2,3,3,4,3,3,4
16057D,16057D,Complete,Passed,2,-97,1,1,4,4,4,4,4,4,4,4
16058B,16058B,Complete,Passed,2,-102,1,1,4,3,1,2,2,3,2,4
16062K,16062K,Complete,Passed,2,-97,1,1,4,1,4,4,4,4,4,4
16063I,16063I,Complete,Passed,2,-77,1,1,4,1,4,4,4,4,4,4
16064G,16064G,Complete,Passed,2,-77,1,1,3,2,3,3,3,3,3,4
16068V,16068V,Complete,Passed,2,-74,2,1,2,4,2,2,2,2,3,3
16069T,16069T,Complete,Passed,2,-84,1,1,3,2,3,2,2,3,4,4
16070L,16070L,Complete,Passed,2,-81,1,1,3,3,2,3,3,4,3,4
16071J,16071J,Complete,Passed,2,-90,1,1,3,3,3,4,4,3,3,4
16077U,16077U,Complete,Passed,2,-74,1,1,3,2,3,3,4,3,4,4
16080I,16080I,Complete,Passed,2,-74,1,1,2,3,3,3,3,3,4,4
16083C,16083C,Complete,Passed,2,-86,1,1,3,1,3,4,4,4,4,4
16084A,16084A,Complete,Passed,2,-89,1,1,3,2,4,3,4,3,3,4
16085V,16085V,Complete,Passed,2,-81,1,1,4,2,4,4,4,4,4,4
16086T,16086T,Complete,Passed,2,-74,1,1,4,1,4,4,4,4,4,4
16087R,16087R,Complete,Passed,2,-78,1,1,3,2,4,3,3,3,3,4
16089N,16089N,Complete,Passed,2,-113,2,2,4,3,2,2,3,2,2,4
16097O,16097O,Complete,Passed,2,-99,1,1,3,3,3,3,3,4,3,4
16098M,16098M,Complete,Passed,2,-75,1,1,4,1,4,4,4,4,4,4
16099K,16099K,Complete,Passed,2,-74,1,1,4,1,4,4,4,4,4,4
16101D,16101D,Complete,Passed,2,-78,1,1,4,2,4,4,4,4,4,4
16103W,16103W,Complete,Passed,2,-66,1,1,3,1,3,4,4,4,4,4
16104U,16104U,Complete,Passed,2,-83,1,1,3,3,3,2,4,3,3,4
16110C,16110C,Complete,Passed,2,-85,1,1,3,1,4,4,4,3,3,4
16114R,16114R,Complete,Passed,2,-85,1,1,3,2,3,4,3,3,4,4
16116N,16116N,Complete,Passed,2,-80,1,1,4,1,4,4,4,4,4,4
16118J,16118J,Complete,Passed,2,-85,1,1,3,2,3,3,3,3,3,3
16121U,16121U,Complete,Passed,2,-88,1,1,4,1,4,4,2,4,4,4
16128G,16128G,Complete,Passed,2,-94,1,1,2,3,2,3,3,3,3,4
16129E,16129E,Complete,Passed,2,-97,1,1,3,2,3,3,3,4,3,4
16134L,16134L,Complete,Passed,2,-93,1,1,3,2,3,3,4,3,3,4
16135J,16135J,Complete,Passed,2,-76,1,2,2,2,3,2,2,2,2,4
16137F,16137F,Complete,Passed,2,-126,1,1,3,3,3,3,3,3,4,4
16140Q,16140Q,Complete,Passed,2,-97,2,2,2,3,3,2,2,3,3,4
16143K,16143K,Complete,Passed,2,-74,1,1,3,2,4,3,4,4,4,4
16144I,16144I,Complete,Passed,2,-113,1,2,2,2,3,2,4,4,3,4
16146E,16146E,Complete,Passed,2,-82,1,1,3,2,3,4,4,4,4,4
16148A,16148A,Complete,Passed,2,-80,1,1,3,2,4,3,3,3,3,4
16155D,16155D,Complete,Passed,2,-78,1,1,1,3,2,2,4,3,3,4
16156B,16156B,Complete,Passed,2,-78,2,1,2,3,4,4,4,3,3,4
16157W,16157W,Complete,Passed,2,-76,1,1,4,2,4,3,4,4,4,4
16158U,16158U,Complete,Passed,2,-92,1,1,3,1,4,3,4,4,4,4
16159S,16159S,Complete,Passed,2,-84,1,1,4,2,4,1,4,4,4,4
16161I,16161I,Complete,Passed,2,-78,1,1,4,1,4,4,4,4,4,4
16163E,16163E,Complete,Passed,2,-72,1,1,2,1,4,2,3,3,3,4
16165A,16165A,Complete,Passed,2,-93,1,1,3,2,3,3,4,3,4,4
16166V,16166V,Complete,Passed,2,-117,1,1,4,1,4,4,4,4,4,4
16167T,16167T,Complete,Passed,2,-79,1,1,4,1,3,4,4,4,4,4
16169P,16169P,Complete,Passed,2,-75,1,1,4,1,4,4,4,4,4,4
16172D,16172D,Complete,Passed,2,-87,1,1,3,2,3,3,4,4,4,4
16181C,16181C,Complete,Passed,2,-80,1,1,3,2,4,4,4,3,4,4
16182A,16182A,Complete,Passed,2,-76,1,1,3,2,3,3,4,3,3,3
16183V,16183V,Complete,Passed,2,-117,1,1,1,3,2,1,2,1,1,2
16184T,16184T,Complete,Passed,2,-92,1,1,3,1,4,4,4,4,4,4
16185R,16185R,Complete,Passed,2,-88,1,2,4,2,4,3,3,3,3,4
16188L,16188L,Complete,Passed,2,-122,1,1,3,1,3,3,3,4,3,4
16191W,16191W,Complete,Passed,2,-95,1,1,3,3,4,4,4,4,4,4
16193S,16193S,Complete,Passed,2,-107,2,2,2,3,3,2,2,2,2,4
